customerid,customer_name,gender,country,state,dob,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,escalations,csat_score,complaint_count
100326,Faqid Dhaliwal,Female,India,Gujarat,1980-01-20,2022-11-24 00:50:01,Premium,2023-09-30 00:50:01,Premium,Annual,,Active,1242,66198.6,20,0,0,4,1
100327,Mekhala Pau,Female,India,Maharashtra,1977-10-27,2023-01-30 19:27:41,Regular,2023-03-21 19:27:41,Basic,Monthly,,Active,386,5018.0,44,0,0,5,2
100328,Megha Atwal,Female,India,Maharashtra,2004-07-14,2023-03-31 02:06:17,Regular,2024-02-05 02:06:17,Standard,Annual,,Active,614,28244.0,19,0,0,4,1
100329,Jatin Sha,Male,India,Delhi,1970-01-04,2024-09-03 16:43:21,Regular,2025-02-08 16:43:21,Standard,Monthly,2024-12-11 16:43:21,Poor Service,876,32412.0,86,1,1,1,5
100330,Adweta Raj,Male,India,Gujarat,1975-04-10,2022-02-01 20:50:54,Regular,2022-05-14 20:50:54,Standard,Annual,,Active,710,25560.0,18,0,0,5,1
100331,Hritik Kaur,Male,India,Karnataka,1981-08-26,2024-09-28 16:13:37,Premium,2025-04-19 16:13:37,Premium,Monthly,,Active,995,15522.0,45,0,1,5,2
100332,Aryan Narang,Female,India,Karnataka,2000-05-11,2024-12-08 16:22:27,Regular,2025-09-04 16:22:27,Standard,Annual,,Active,873,34920.0,50,0,0,2,2
100333,Dev Shetty,Male,India,Maharashtra,1992-12-28,2023-09-30 08:04:59,Regular,2024-07-16 08:04:59,Basic,Annual,,Active,466,16310.0,13,0,0,5,1
100334,Nilima Dada,Male,India,Karnataka,1983-01-28,2024-06-10 06:45:44,Premium,2024-12-24 06:45:44,Premium,Annual,,Active,1298,82682.6,28,0,1,5,2
100335,Chakradev Barad,Male,India,Rajasthan,1977-03-18,2024-12-24 12:01:55,Regular,2025-06-16 12:01:55,Basic,Annual,,Active,299,3588.0,55,0,0,2,4
100336,Waida D’Alia,Male,India,Rajasthan,1975-07-24,2022-02-05 10:23:13,Regular,2022-04-28 10:23:13,Standard,Annual,,Active,681,24516.0,34,0,1,3,2
100337,Wahab Yogi,Female,India,Karnataka,1993-05-28,2023-01-28 01:48:54,Premium,2023-10-05 01:48:54,Premium,Monthly,,Active,1171,68503.5,32,0,0,5,2
100338,Lipika Setty,Female,India,Gujarat,1999-09-01,2024-03-09 08:06:27,Regular,2024-07-24 08:06:27,Standard,Annual,2025-02-04 08:06:27,Poor Service,721,38213.0,74,1,2,2,5
100339,Oni Dubey,Male,India,Uttar Pradesh,1981-12-05,2023-03-15 20:10:04,Premium,2024-01-23 20:10:04,Premium,Monthly,,Active,1194,85371.0,52,0,3,3,0
100340,Hardik Suri,Male,India,Maharashtra,1981-08-28,2024-07-31 09:25:09,Regular,2024-11-13 09:25:09,Standard,Monthly,,Active,626,10016.0,45,0,1,4,2
100341,Ati Bali,Male,India,Uttar Pradesh,1986-10-28,2022-09-14 01:32:35,Premium,2023-02-26 01:32:35,Premium,Monthly,,Active,1371,92679.6,29,0,1,5,1
100342,Teerth Sawhney,Male,India,Rajasthan,1970-09-26,2023-08-26 03:35:13,Premium,2024-01-09 03:35:13,Premium,Annual,,Active,1447,43265.3,30,0,1,4,1
100343,Warinder Patil,Male,India,Maharashtra,2004-05-07,2023-02-04 20:48:59,Regular,2023-04-17 20:48:59,Basic,Monthly,,Active,307,5833.0,32,0,0,4,1
100344,Jhalak Parmer,Male,India,Maharashtra,1998-02-12,2022-02-06 12:59:20,Regular,2022-10-16 12:59:20,Basic,Monthly,,Active,307,16271.0,55,0,2,4,1
100345,Mitali Majumdar,Male,India,Rajasthan,1982-01-30,2023-07-14 23:21:50,Regular,2024-01-02 23:21:50,Standard,Annual,2024-06-17 23:21:50,Poor Service,730,18250.0,70,1,0,1,3
100346,Jason Sha,Female,India,Gujarat,1973-04-21,2024-08-29 18:01:35,Regular,2025-03-08 18:01:35,Standard,Annual,,Active,649,20119.0,29,0,0,3,0
100347,Simon Bail,Female,India,Maharashtra,2002-06-08,2022-11-10 03:41:46,Regular,2023-03-09 03:41:46,Basic,Annual,,Active,470,27260.0,39,0,2,4,0
100348,Gauri Kohli,Male,India,Karnataka,1969-03-29,2022-08-12 07:31:24,Regular,2023-04-26 07:31:24,Basic,Monthly,,Active,357,18207.0,43,0,1,4,0
100349,Samesh Biswas,Male,India,Delhi,2001-11-05,2023-08-26 06:29:12,Regular,2024-06-27 06:29:12,Basic,Monthly,,Active,482,9640.0,26,0,0,3,1
100350,Tarak Kaul,Female,India,Tamil Nadu,2003-12-16,2023-06-26 11:39:09,Premium,2023-12-19 11:39:09,Premium,Monthly,2024-04-21 11:39:09,High Pricing,1418,29494.4,91,1,2,5,2
100351,Manbir Agate,Male,India,Telangana,1988-06-08,2024-08-12 02:22:26,Regular,2024-12-15 02:22:26,Standard,Monthly,2024-09-19 02:22:26,Poor Service,688,8256.0,88,1,2,1,5
100352,Maanav De,Female,India,Rajasthan,1965-03-06,2024-10-19 12:12:18,Regular,2024-11-18 12:12:18,Basic,Monthly,,Active,423,9306.0,36,0,0,4,2
100353,Owen Choudhary,Female,India,Karnataka,1974-01-13,2024-02-19 11:17:45,Regular,2024-09-14 11:17:45,Basic,Annual,,Active,314,4710.0,38,0,1,4,2
100354,Karan Aurora,Male,India,Gujarat,1978-04-12,2023-10-10 15:32:34,Regular,2024-04-17 15:32:34,Basic,Monthly,,Active,336,16464.0,43,0,0,4,0
100355,Wazir Naik,Male,India,Gujarat,1980-06-10,2023-04-29 15:18:44,Regular,2023-06-23 15:18:44,Basic,Monthly,,Active,437,12236.0,53,0,1,4,3
100356,Owen Lanka,Female,India,Delhi,1970-07-29,2023-10-23 15:36:44,Regular,2024-09-26 15:36:44,Basic,Monthly,,Active,451,6765.0,31,0,0,5,0
100357,Jonathan Sama,Male,India,Maharashtra,1995-04-09,2022-03-29 13:07:32,Premium,2022-06-11 13:07:32,Premium,Monthly,,Active,1218,68086.2,27,0,0,4,2
100358,Devansh Soni,Female,India,Rajasthan,1992-07-26,2024-06-09 03:00:39,Premium,2024-12-10 03:00:39,Premium,Monthly,,Active,913,18990.4,16,0,0,3,1
100359,Janaki Varghese,Female,India,Uttar Pradesh,1980-07-15,2022-12-03 23:02:49,Regular,2023-11-04 23:02:49,Basic,Monthly,,Active,466,15378.0,32,0,0,4,0
100360,Siya Thakur,Female,India,Gujarat,2000-09-17,2024-11-17 15:02:03,Regular,2025-01-13 15:02:03,Basic,Annual,,Active,306,7650.0,55,0,0,2,2
100361,Caleb Verma,Male,India,Gujarat,1971-02-07,2024-03-09 11:19:19,Regular,2024-11-05 11:19:19,Basic,Monthly,,Active,396,12672.0,35,0,0,3,2
100362,Tara Balasubramanian,Female,India,Karnataka,1980-05-22,2022-01-27 13:52:23,Regular,2022-03-05 13:52:23,Standard,Monthly,,Active,877,25433.0,43,0,1,4,1
100363,Varenya Ratti,Male,India,Gujarat,1966-08-20,2022-11-26 20:15:27,Regular,2022-12-30 20:15:27,Basic,Monthly,,Active,471,6594.0,32,0,0,5,0
100364,Hritik Swaminathan,Female,India,Tamil Nadu,1974-11-16,2022-11-18 22:24:29,Regular,2022-12-28 22:24:29,Basic,Monthly,2023-07-01 22:24:29,Poor Service,407,8954.0,84,1,0,2,3
100365,Ethan Buch,Female,India,Gujarat,1994-10-02,2023-11-06 13:11:20,Regular,2024-06-22 13:11:20,Basic,Monthly,,Active,479,27782.0,44,0,0,5,2
100366,Manbir Bhatti,Male,India,Rajasthan,1975-08-26,2023-08-11 23:31:49,Regular,2024-02-10 23:31:49,Standard,Monthly,,Active,629,31450.0,49,0,1,5,0
100367,Anvi Nair,Female,India,Tamil Nadu,1974-08-08,2024-07-28 07:40:01,Regular,2024-12-26 07:40:01,Standard,Monthly,,Active,842,39574.0,45,0,0,5,0
100368,Chaitaly Setty,Female,India,Delhi,1992-06-14,2022-01-01 16:52:56,Regular,2022-08-06 16:52:56,Standard,Monthly,,Active,560,21280.0,35,0,0,5,4
100369,Hardik Contractor,Male,India,Telangana,2005-12-08,2022-03-12 03:42:45,Regular,2023-02-06 03:42:45,Basic,Monthly,,Active,374,18326.0,39,0,0,3,0
100370,Qushi Seth,Male,India,Maharashtra,1968-10-27,2023-06-09 06:21:36,Premium,2023-11-25 06:21:36,Premium,Monthly,2023-07-11 06:21:36,High Pricing,1102,51573.6,69,1,1,4,0
100371,Odika Nori,Male,India,Delhi,1991-10-10,2024-03-26 03:28:59,Premium,2024-12-15 03:28:59,Premium,Monthly,,Active,1438,99078.2,30,0,0,4,2
100372,Mohini Sagar,Male,India,Karnataka,1985-08-13,2023-12-29 22:40:11,Regular,2024-02-09 22:40:11,Basic,Monthly,,Active,489,24450.0,26,0,0,5,1
100373,Dhriti Sane,Male,India,Delhi,1987-09-26,2023-04-05 17:57:40,Regular,2023-11-22 17:57:40,Basic,Monthly,2024-01-28 17:57:40,Poor Service,422,19412.0,89,1,1,2,3
100374,Aadhya Prasad,Female,India,Telangana,1966-03-29,2024-03-28 19:20:54,Regular,2025-01-15 19:20:54,Standard,Monthly,,Active,505,13130.0,29,0,0,3,0
100375,Urvi Bhavsar,Male,India,Delhi,1995-02-08,2023-10-17 20:09:33,Regular,2024-02-25 20:09:33,Basic,Monthly,2023-11-21 20:09:33,Relocation,351,20709.0,69,1,3,4,0
100376,Frederick Chander,Male,India,Telangana,1985-02-01,2023-07-22 06:32:27,Regular,2024-02-29 06:32:27,Basic,Monthly,,Active,430,13760.0,55,0,2,4,0
100377,Gopal Pradhan,Female,India,Gujarat,1972-03-16,2023-04-29 01:53:26,Regular,2023-10-07 01:53:26,Standard,Monthly,,Active,778,10892.0,30,0,0,4,1
100378,Darpan Narayan,Male,India,Karnataka,1970-12-27,2022-01-01 00:54:12,Regular,2022-12-07 00:54:12,Standard,Monthly,,Active,870,30450.0,40,0,1,5,1
100379,Nirja Pandya,Female,India,Telangana,1981-05-04,2022-09-11 09:56:04,Regular,2023-05-11 09:56:04,Basic,Monthly,2023-06-01 09:56:04,Poor Service,372,20460.0,69,1,0,1,2
100380,Charan Mani,Male,India,Karnataka,1982-06-15,2024-01-01 23:26:25,Regular,2024-12-22 23:26:25,Standard,Annual,,Active,863,13808.0,10,0,0,4,1
100381,Indira Chawla,Male,India,Karnataka,1979-09-03,2024-04-26 22:14:51,Premium,2024-07-19 22:14:51,Premium,Annual,,Active,1316,82118.40000000001,39,0,2,4,0
100382,Mohammed Subramaniam,Female,India,Gujarat,1976-11-27,2022-05-03 08:33:07,Regular,2022-09-05 08:33:07,Basic,Annual,,Active,385,16940.0,16,0,0,3,1
100383,Hritik Palla,Female,India,Karnataka,1992-12-01,2024-03-18 00:15:07,Regular,2025-02-23 00:15:07,Standard,Annual,,Active,781,27335.0,25,0,0,4,0
100384,Ishwar Mallick,Female,India,Maharashtra,1968-12-30,2024-07-08 15:15:36,Regular,2025-02-07 15:15:36,Basic,Annual,,Active,484,8228.0,56,0,3,4,2
100385,Pushti Bal,Female,India,Tamil Nadu,1970-04-27,2022-04-18 09:02:25,Regular,2022-10-20 09:02:25,Basic,Annual,,Active,335,19430.0,24,0,0,4,1
100386,Ayush Gole,Female,India,Gujarat,2005-10-14,2023-08-18 00:40:37,Regular,2024-02-17 00:40:37,Standard,Monthly,2023-11-21 00:40:37,Poor Service,581,32536.0,84,1,0,2,4
100387,Dayamai Nori,Male,India,Delhi,1996-12-29,2024-06-21 19:42:30,Regular,2024-10-29 19:42:30,Basic,Monthly,,Active,304,5472.0,34,0,0,5,0
100388,Abeer Golla,Male,India,Rajasthan,1979-11-06,2023-09-03 02:18:38,Regular,2023-12-14 02:18:38,Basic,Monthly,,Active,349,10470.0,32,0,0,5,1
100389,Nandini Boase,Female,India,Gujarat,2004-06-12,2023-10-08 04:12:33,Regular,2024-09-27 04:12:33,Basic,Annual,,Active,397,12704.0,58,0,0,2,1
100390,Azaan Chand,Female,India,Uttar Pradesh,1992-07-07,2023-03-01 15:00:39,Regular,2023-04-21 15:00:39,Standard,Annual,,Active,710,12070.0,38,0,1,4,1
100391,Krisha Saini,Female,India,Maharashtra,2004-11-09,2023-11-27 14:10:32,Regular,2024-07-14 14:10:32,Standard,Monthly,2024-03-31 14:10:32,High Pricing,884,45084.0,64,1,3,4,1
100392,Harita Dugar,Male,India,Gujarat,1979-03-25,2023-03-20 09:38:12,Regular,2023-10-08 09:38:12,Basic,Annual,2023-08-08 09:38:12,Poor Service,440,6160.0,69,1,0,2,0
100393,Devika Nair,Male,India,Uttar Pradesh,1965-03-03,2023-11-12 16:05:09,Regular,2024-05-02 16:05:09,Standard,Monthly,,Active,506,30360.0,27,0,0,4,1
100394,Charles Dugal,Female,India,Gujarat,1969-02-03,2022-03-30 04:28:57,Regular,2022-09-21 04:28:57,Basic,Monthly,,Active,308,7700.0,55,0,2,3,2
100395,Chandran Bumb,Male,India,Telangana,1968-03-26,2023-03-19 22:50:57,Regular,2024-01-09 22:50:57,Standard,Monthly,,Active,813,25203.0,45,0,1,5,1
100396,Saanvi Samra,Female,India,Delhi,2000-11-06,2022-10-13 20:51:40,Regular,2022-12-15 20:51:40,Basic,Monthly,,Active,311,7775.0,32,0,0,4,1
100397,Riya Sachdeva,Female,India,Maharashtra,1982-03-01,2023-09-01 20:08:42,Regular,2024-07-30 20:08:42,Standard,Monthly,,Active,533,6929.0,34,0,0,5,1
100398,Tanveer Vala,Male,India,Delhi,1972-08-20,2022-02-11 02:05:36,Premium,2022-06-03 02:05:36,Premium,Annual,,Active,989,46285.200000000004,48,0,0,3,1
100399,Hemani Sani,Female,India,Delhi,1992-07-25,2024-11-12 02:39:25,Premium,2025-01-28 02:39:25,Premium,Annual,,Active,936,18252.0,49,0,0,5,1
100400,Bhanumati Sur,Female,India,Uttar Pradesh,1993-06-23,2022-10-09 09:17:56,Regular,2023-10-05 09:17:56,Basic,Annual,,Active,477,24804.0,19,0,0,4,0
100401,Chakradev Kannan,Male,India,Karnataka,1977-09-11,2024-05-03 17:31:49,Premium,2025-03-24 17:31:49,Premium,Monthly,,Active,1471,112825.7,32,0,0,3,0
100402,Christopher Amble,Female,India,Rajasthan,1977-12-05,2022-05-05 17:58:37,Regular,2022-12-07 17:58:37,Basic,Annual,,Active,458,20152.0,14,0,0,4,1
100403,Charvi Kakar,Male,India,Rajasthan,1980-08-20,2024-08-14 15:15:25,Premium,2025-07-06 15:15:25,Premium,Monthly,,Active,1206,20381.4,19,0,0,4,1
100404,Aadhya Mann,Female,India,Karnataka,1986-02-02,2024-10-13 04:29:20,Regular,2025-09-27 04:29:20,Basic,Monthly,,Active,478,16252.0,31,0,0,4,1
100405,Jagdish Amble,Male,India,Karnataka,1965-04-16,2023-12-22 03:06:44,Regular,2024-08-11 03:06:44,Basic,Annual,2024-05-24 03:06:44,Poor Service,439,24145.0,69,1,0,1,1
100406,Qushi Gill,Female,India,Uttar Pradesh,1990-08-04,2022-07-13 02:42:47,Regular,2022-09-29 02:42:47,Basic,Monthly,,Active,383,22597.0,44,0,0,4,1
100407,Lajita Walia,Male,India,Rajasthan,1996-10-25,2022-09-08 06:12:42,Regular,2023-02-02 06:12:42,Basic,Monthly,,Active,480,15360.0,42,0,1,4,0
100408,Xiti Pandya,Male,India,Delhi,1976-03-11,2022-06-07 11:16:03,Regular,2023-01-05 11:16:03,Standard,Monthly,2022-08-16 11:16:03,Poor Service,667,17342.0,91,1,1,1,2
100409,Mekhala Basak,Female,India,Karnataka,1992-02-09,2024-03-13 16:37:29,Premium,2024-07-12 16:37:29,Premium,Annual,,Active,1418,64519.0,55,0,1,4,1
100410,Anirudh Sharaf,Male,India,Gujarat,1995-02-28,2022-02-11 02:10:55,Regular,2022-12-08 02:10:55,Standard,Monthly,,Active,577,17887.0,37,0,0,4,2
100411,Dhriti Sanghvi,Male,India,Tamil Nadu,1975-10-01,2024-11-13 01:14:09,Regular,2025-04-23 01:14:09,Standard,Monthly,,Active,533,26117.0,37,0,0,4,1
100412,Omisha Mann,Female,India,Karnataka,1970-03-24,2024-07-13 13:53:01,Regular,2024-12-25 13:53:01,Standard,Annual,,Active,708,25488.0,22,0,0,5,0
100413,Nidhi Bail,Female,India,Telangana,1970-08-12,2024-12-02 23:53:41,Regular,2025-11-12 23:53:41,Basic,Annual,,Active,349,11517.0,25,0,0,3,2
100414,Onveer Sharma,Female,India,Maharashtra,2004-11-20,2024-06-14 06:44:46,Regular,2024-11-17 06:44:46,Basic,Annual,,Active,473,27434.0,31,0,2,4,0
100415,Gaurang Sarkar,Female,India,Maharashtra,1999-08-27,2023-10-16 18:27:00,Regular,2024-07-02 18:27:00,Basic,Monthly,,Active,476,7140.0,29,0,0,4,0
100416,Yagnesh Sarin,Male,India,Delhi,1990-12-02,2023-04-27 12:13:16,Regular,2024-04-25 12:13:16,Basic,Monthly,,Active,416,11232.0,44,0,1,4,0
100417,Farhan Randhawa,Male,India,Karnataka,1990-01-07,2023-07-08 12:04:18,Regular,2024-03-05 12:04:18,Basic,Monthly,,Active,394,21276.0,34,0,0,4,2
100418,Harinakshi Kant,Male,India,Karnataka,1987-05-18,2024-11-13 14:27:09,Regular,2025-07-24 14:27:09,Basic,Monthly,,Active,374,6732.0,45,0,1,5,0
100419,Om Bose,Female,India,Gujarat,1975-09-10,2023-09-08 01:05:25,Regular,2023-10-17 01:05:25,Basic,Annual,,Active,344,12040.0,29,0,0,4,1
100420,Yashvi Hari,Female,India,Karnataka,1993-07-12,2022-12-23 16:17:15,Regular,2023-04-11 16:17:15,Basic,Monthly,,Active,398,17910.0,43,0,1,5,0
100421,Indali Divan,Female,India,Maharashtra,1975-05-25,2024-09-08 02:11:11,Premium,2025-01-27 02:11:11,Premium,Monthly,,Active,1428,92820.0,27,0,0,4,0
100422,Harshil Dhingra,Female,India,Karnataka,1965-10-20,2023-03-20 09:52:55,Regular,2024-01-25 09:52:55,Basic,Annual,2023-04-25 09:52:55,Poor Service,390,15600.0,62,1,0,2,0
100423,Rudra Ghose,Male,India,Rajasthan,2000-03-29,2023-05-03 02:46:18,Regular,2024-03-05 02:46:18,Standard,Annual,,Active,716,39380.0,41,0,3,3,0
100424,Faqid Goel,Male,India,Delhi,1993-07-07,2023-01-27 19:05:26,Regular,2023-04-24 19:05:26,Standard,Annual,,Active,726,26862.0,14,0,0,3,0
100425,Ucchal Sen,Male,India,Delhi,1982-02-27,2024-11-16 20:38:36,Regular,2025-08-24 20:38:36,Standard,Annual,2025-09-18 20:38:36,Poor Service,525,13125.0,64,1,1,2,2
100426,Diya Dora,Female,India,Gujarat,1982-06-11,2023-02-11 02:01:39,Regular,2024-01-22 02:01:39,Basic,Annual,,Active,391,22678.0,21,0,0,4,2
100427,Ekansh Singh,Male,India,Rajasthan,1998-04-23,2022-01-08 18:40:20,Regular,2023-01-04 18:40:20,Basic,Annual,,Active,375,11625.0,29,0,0,4,3
100428,Chavvi Maharaj,Female,India,Karnataka,1994-04-02,2023-04-12 11:19:41,Regular,2023-10-25 11:19:41,Basic,Monthly,,Active,311,5598.0,32,0,0,4,1
100429,Indira Tripathi,Male,India,Tamil Nadu,1994-03-17,2023-07-30 19:55:15,Regular,2024-02-25 19:55:15,Basic,Annual,,Active,355,10295.0,15,0,0,4,1
100430,Dayita Shenoy,Male,India,Telangana,1978-04-23,2024-06-06 22:42:57,Regular,2024-07-07 22:42:57,Basic,Monthly,,Active,460,24840.0,52,0,1,4,0
100431,Baljiwan Bhandari,Male,India,Gujarat,1975-03-19,2024-04-03 11:53:06,Regular,2024-11-14 11:53:06,Standard,Monthly,2024-11-27 11:53:06,Poor Service,802,16842.0,72,1,0,1,4
100432,Bhavini Bose,Female,India,Maharashtra,2005-12-24,2024-06-06 09:48:58,Regular,2024-09-02 09:48:58,Standard,Monthly,2025-01-14 09:48:58,Poor Service,601,34257.0,95,1,1,2,5
100433,Yashica Rajagopalan,Female,India,Tamil Nadu,2004-06-05,2024-11-09 00:36:02,Regular,2025-02-03 00:36:02,Standard,Annual,,Active,879,36039.0,29,0,0,4,1
100434,Benjamin Sengupta,Male,India,Maharashtra,2002-03-20,2023-10-12 08:05:44,Regular,2024-05-28 08:05:44,Basic,Annual,,Active,393,5502.0,41,0,3,3,0
100435,Ekanta Soni,Male,India,Gujarat,1986-10-20,2024-10-12 02:53:11,Regular,2025-02-26 02:53:11,Basic,Monthly,2025-04-19 02:53:11,Poor Service,459,25245.0,74,1,0,2,5
100436,David Seshadri,Female,India,Telangana,1980-02-02,2024-12-18 09:49:09,Premium,2025-06-05 09:49:09,Premium,Monthly,,Active,1020,15912.0,34,0,0,4,0
100437,Hemal Chad,Male,India,Maharashtra,1988-08-07,2022-08-29 05:27:14,Regular,2023-04-16 05:27:14,Basic,Annual,,Active,471,19311.0,15,0,0,3,1
100438,Balveer Kota,Female,India,Uttar Pradesh,1983-07-07,2024-08-07 07:17:03,Regular,2024-11-19 07:17:03,Standard,Annual,2024-12-10 07:17:03,Poor Service,711,39816.0,74,1,2,1,2
100439,Reva Viswanathan,Female,India,Maharashtra,1995-07-27,2022-01-29 17:06:56,Regular,2022-10-22 17:06:56,Standard,Monthly,,Active,553,7189.0,40,0,0,4,0
100440,Januja Pradhan,Male,India,Uttar Pradesh,1981-09-24,2023-11-30 12:58:33,Regular,2023-12-30 12:58:33,Basic,Monthly,2024-09-01 12:58:33,Poor Service,355,9230.0,67,1,0,1,0
100441,Lila Rege,Male,India,Delhi,1984-01-17,2022-07-14 02:46:05,Regular,2022-10-05 02:46:05,Basic,Annual,,Active,393,8646.0,53,0,0,1,2
100442,Charles Natt,Female,India,Maharashtra,1965-04-17,2024-11-24 18:05:43,Regular,2025-08-28 18:05:43,Standard,Monthly,,Active,750,32250.0,45,0,2,5,0
100443,Forum Chandra,Male,India,Maharashtra,1997-05-04,2022-09-06 03:47:26,Regular,2023-07-31 03:47:26,Basic,Annual,,Active,442,7514.0,23,0,0,3,0
100444,Bhanumati Krishnan,Male,India,Rajasthan,1978-01-07,2022-06-22 19:51:07,Regular,2022-07-28 19:51:07,Basic,Monthly,,Active,405,6885.0,38,0,0,4,1
100445,Gauri Bumb,Female,India,Maharashtra,1996-07-22,2024-07-17 03:42:23,Regular,2025-04-12 03:42:23,Basic,Monthly,,Active,377,14703.0,43,0,0,3,1
100446,Inaya Mukherjee,Female,India,Maharashtra,1998-05-12,2023-05-21 13:40:09,Regular,2024-03-07 13:40:09,Basic,Monthly,,Active,432,15552.0,30,0,0,5,0
100447,Kai Chad,Female,India,Karnataka,1979-06-15,2024-09-20 07:01:11,Regular,2025-07-22 07:01:11,Standard,Monthly,,Active,534,18156.0,36,0,0,4,0
100448,Krisha Narasimhan,Female,India,Tamil Nadu,1982-07-19,2023-03-13 15:55:52,Premium,2023-05-19 15:55:52,Premium,Monthly,,Active,1010,30199.0,32,0,0,5,2
100449,Girik Sampath,Male,India,Gujarat,1985-11-27,2024-08-22 11:38:38,Regular,2025-03-29 11:38:38,Basic,Monthly,,Active,336,19824.0,33,0,0,3,3
100450,Andrew Patil,Male,India,Maharashtra,1968-05-10,2023-04-17 16:27:23,Premium,2024-04-12 16:27:23,Premium,Annual,2023-05-22 16:27:23,Competitor,938,71944.6,69,1,1,5,0
100451,Pranit Kala,Female,India,Karnataka,1998-05-24,2024-12-23 15:08:40,Premium,2025-10-07 15:08:40,Premium,Monthly,,Active,1034,28228.2,57,0,3,5,0
100452,Vedika Handa,Female,India,Karnataka,1976-08-21,2023-04-05 13:39:15,Premium,2023-10-07 13:39:15,Premium,Annual,,Active,1194,43461.6,18,0,0,5,2
100453,Laksh Dubey,Male,India,Maharashtra,1996-08-26,2022-05-16 09:08:53,Premium,2022-06-26 09:08:53,Premium,Monthly,,Active,933,15767.7,27,0,0,5,0
100454,Chakrika Chaudhuri,Female,India,Delhi,1967-06-15,2024-11-06 23:40:29,Regular,2025-08-09 23:40:29,Basic,Annual,,Active,356,19936.0,28,0,0,5,2
100455,Gayathri Deep,Male,India,Tamil Nadu,1998-02-14,2023-09-06 06:21:45,Regular,2024-09-05 06:21:45,Basic,Monthly,,Active,435,12180.0,53,0,1,3,2
100456,Mitesh Gaba,Male,India,Maharashtra,2002-10-23,2023-05-20 23:54:17,Regular,2023-12-07 23:54:17,Standard,Monthly,,Active,838,16760.0,45,0,0,4,0
100457,Noah Sarma,Male,India,Karnataka,1969-06-09,2022-02-05 22:39:55,Regular,2022-03-21 22:39:55,Standard,Monthly,,Active,542,31436.0,54,0,2,5,0
100458,Nirja Patla,Male,India,Delhi,1978-12-07,2023-12-20 01:39:37,Premium,2024-11-24 01:39:37,Premium,Monthly,,Active,1158,27097.2,20,0,0,5,0
100459,Sachi Mane,Male,India,Rajasthan,1998-01-03,2024-05-09 21:38:06,Premium,2024-09-10 21:38:06,Premium,Annual,,Active,1036,32323.2,2,0,0,4,2
100460,Vivaan Walla,Male,India,Rajasthan,1993-09-15,2024-11-28 17:33:32,Regular,2025-08-29 17:33:32,Standard,Annual,,Active,673,14133.0,25,0,0,5,2
100461,Dayamai Singh,Male,India,Telangana,1979-11-03,2024-10-29 10:29:02,Regular,2025-08-16 10:29:02,Basic,Annual,,Active,444,14652.0,48,0,3,5,1
100462,Jhalak Sastry,Female,India,Karnataka,1968-10-17,2023-09-23 10:06:12,Regular,2023-12-25 10:06:12,Basic,Monthly,2023-12-02 10:06:12,High Pricing,479,18681.0,71,1,3,5,5
100463,Baghyawati Raja,Female,India,Maharashtra,1998-02-08,2023-03-24 00:08:30,Regular,2023-11-17 00:08:30,Basic,Annual,,Active,485,25705.0,48,0,3,3,2
100464,Neel Iyengar,Female,India,Karnataka,1997-04-07,2024-08-14 04:18:12,Regular,2025-04-15 04:18:12,Standard,Monthly,,Active,842,21050.0,39,0,1,3,1
100465,Zashil Ben,Female,India,Karnataka,1971-08-31,2023-06-10 09:38:37,Regular,2023-08-13 09:38:37,Standard,Annual,,Active,603,18090.0,28,0,0,3,2
100466,Kamya Chauhan,Male,India,Gujarat,1995-02-11,2023-07-28 14:07:58,Premium,2023-09-06 14:07:58,Premium,Annual,,Active,1034,16130.400000000001,14,0,0,5,0
100467,Bhavani Chacko,Male,India,Telangana,1996-09-10,2022-08-16 15:40:31,Regular,2023-06-20 15:40:31,Standard,Monthly,2022-10-17 15:40:31,Poor Service,539,20482.0,74,1,0,2,2
100468,Anjali Sengupta,Female,India,Uttar Pradesh,2005-05-20,2023-02-05 11:12:58,Premium,2024-01-13 11:12:58,Premium,Monthly,,Active,1494,29133.0,28,0,1,4,0
100469,Rajeshri Chand,Male,India,Uttar Pradesh,1968-07-25,2024-08-09 02:57:41,Regular,2024-11-27 02:57:41,Standard,Monthly,2025-02-07 02:57:41,Poor Service,751,26285.0,76,1,0,1,3
100470,Shravya Palla,Female,India,Karnataka,1983-10-12,2023-06-03 15:11:31,Premium,2023-09-10 15:11:31,Premium,Annual,,Active,1302,42315.0,23,0,1,3,2
100471,Oeshi Bera,Male,India,Tamil Nadu,1989-07-04,2023-07-05 10:48:54,Regular,2024-01-15 10:48:54,Basic,Monthly,,Active,383,18384.0,39,0,0,4,2
100472,Yadavi Prakash,Female,India,Karnataka,1989-06-22,2023-10-27 03:51:21,Premium,2024-01-27 03:51:21,Premium,Annual,,Active,1392,61526.4,28,0,1,3,1
100473,Libni Bumb,Male,India,Maharashtra,1989-01-19,2024-09-26 17:05:54,Regular,2025-01-13 17:05:54,Standard,Monthly,,Active,654,10464.0,59,0,3,4,0
100474,Udarsh Bala,Female,India,Tamil Nadu,1980-06-15,2023-10-22 12:01:09,Regular,2023-12-19 12:01:09,Basic,Monthly,,Active,423,13113.0,46,0,1,3,1
